fid,full_id,osm_id,osm_type,building,clothes,sells:newspaper,toilets:num_chambers,toilets:handwashing,toilets:access,brewery,theatre:type,generator:place,bench,generator:type,generator:output:electricity,generator:method,diet:local,plant:source,plant:output:electricity,plant:method,abandoned:amenity,automated,service:bicycle:retail,service:bicycle:repair,short_name,second_hand,attraction,grades,material,drinking_water,loc_name,recycling_type,recycling:waste,recycling:organic,recycling:glass,contact:street,contact:postcode,contact:housenumber,contact:city,ruined,residential,mobile,shower,club,name:da,phone_1,phone:mobile,contact:youtube,contact:whatsapp,contact:twitter,contact:linkedin,contact:flickr,ice_cream,payment:bancomat,network,museum,content,service:vehicle:inspection,highway,seamark:type,building:levels:underground,building:flats,payment:contactless,payment:american_express,name:nap,drink:espresso,beds,bus,roof:orientation,location,payment:notes,payment:coins,description:it,water,natural,public_transport,ferry,author,social_facility:for,roof:material,building:colour,disused:cuisine,diet:vegetarian,diet:mediterranean,diet:gluten_free,construction,internet_access:ssid,bar,alt_name_1,addr:state,addr:hamlet,building_1,craft,image,townhall:type,name:fr,building:part,name:bg,branch,ref:vatin,product,industrial,cocktails,operator:type,healthcare:speciality,social_facility,compressed_air,observatory:type,charge,contact:website,contact:mobile,drive_through,dispensing,isced:level,roof:height,roof:colour,military,addr:province,ristorante,holiday,old_name,roof,rooms,reservation,nohousenumber,addr:unit,guest_house,substation,service_times,name:signed,barrier,self_service,fuel:octane_95,fuel:diesel,payment:visa,payment:mastercard,restaurant,abandoned,capacity:disabled,covered,fax,url,stars,smoking,internet_access:fee,shelter_type,disused:amenity,year_of_construction,landuse,surface,government,power,generator:source,official_name,payment:debit_cards,building:use,animal_shelter:adoption,animal_shelter,disused:railway,disused,source:date,ref:mise,addr:interpolation,diocese,office,atm,ruin_type,name:es,name:el,historic:period,description:en,description:de,archaeological_site,alt_name:it,alt_name:es,alt_name:en,alt_name:de,tower:type,tower:construction,defensive,opening_hours:signed,check_date:opening_hours,wikipedia:pl,castle_type,toilets,changing_table,operator:wikipedia,operator:wikidata,operator:short,name:etymology:wikidata,takeaway,outdoor_seating,indoor_seating,brand:wikipedia,brand:wikidata,brand,cuisine,ref,contact:instagram,check_date,internet_access,level,sport,contact:facebook,operator,aeroway,railway,historic:civilization,wikimedia_commons,name:it,name:en,name:de,ruins,roof:levels,description,stroller,shop,payment:credit_cards,payment:cash,air_conditioning,start_date,community:gender,healthcare,emergency,addr:housename,roof:shape,contact:phone,contact:email,building:parts,importance,alt_name,wheelchair,addr:place,addr:country,layer,man_made,height,building:levels,email,leisure,architect,supervised,parking,fee,capacity,access,ele,tourism,information,whc:inscription_date,ref:whc,phone,opening_hours,historic,heritage:operator,heritage,addr:street,addr:postcode,addr:housenumber,addr:city,website,wikipedia,wikidata,type,religion,name,denomination,amenity,pendenza,attraversamenti,fermate,rampe,HubName,dist_ospedale,attraversamenti_norm,fermate_norm,rampe_norm,pendenza_norm,dist_ospedale_norm,IAU,scuole,supermercati,farmacie,parchi,IAU_famiglie,IAU_anziani,wheelchair_norm,IAU_disabili
48163,w1135177510,"1135177510",way,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.4905223846436,,2,,"171",1731.96899356981,0,1,0,0.883438640170627,0.898095493435525,0.511402052049454,,,,2,0.438343864017063,0.656306826721231,0,0.365764434714433
48164,w1135177511,"1135177511",way,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.61968898773193,,2,,"171",1747.3227429774,0,1,0,0.937559011247423,0.897192119147011,0.522090620121536,,,,2,0.443755901124742,0.666950226078887,0,0.379249358769206
48165,w1135177512,"1135177512",way,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.9292783737183,,2,,"171",1775.90722646469,0,1,0,0.845230240292019,0.895510283215775,0.50337259054077,,,,2,0.434523024029202,0.648148104701559,0,0.356083074233794
48166,w1135177513,"1135177513",way,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.29510021209717,,1,,"171",1773.41389831489,0,1,0,0.930054442087809,0.895656984095382,0.520359436031869,,,,2,0.443005444208781,0.665142285236638,0,0.377296459726721
48167,w1135177514,"1135177514",way,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.32919025421143,,1,,"171",1804.76965770882,0,1,0,0.929675663842095,0.893812093568556,0.520006946803703,,,,2,0.44296756638421,0.66469755148213,0,0.377109520638952
48168,w1135177515,"1135177515",way,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.4245491027832,,1,,"171",1833.2009864611,0,1,0,0.828616121080187,0.892139268859667,0.499544114544987,,,,2,0.432861612108019,0.644151077987971,0,0.35176099371303
48169,w1135177516,"1135177516",way,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.3914031982422,,1,,"171",1866.70074302688,0,1,0,0.873428853352865,0.890168231170459,0.508211005346142,,,,2,0.437342885335286,0.652719416904665,0,0.362865624896739
48170,w1135177517,"1135177517",way,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.95518159866333,,2,,"171",1892.95109589948,0,1,0,0.933831315570407,0.888623729353996,0.520059822517181,,,,2,0.443383131557041,0.664491008984881,0,0.377889015360302
48171,w1135177518,"1135177518",way,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.68648719787598,,,,"171",1905.96147111823,0,0,0,0.892372364468045,0.88785823304788,0.361653207850791,,,,2,0.289237236446804,0.506046119503185,0,0.267486002769405
48172,w1135177519,"1135177519",way,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.17941188812256,,1,,"171",1924.8317564539,0,1,0,0.942450979020861,0.88674795502154,0.521502389057403,,,,2,0.444245097902086,0.66583978680848,0,0.379950142506292
48173,w1135177520,"1135177520",way,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.75528740882874,,1,,"171",1957.77412241725,0,1,0,0.958274584346347,0.884809712731393,0.524376373778978,,,,2,0.445827458434635,0.668616859415548,0,0.383809131723157
48174,w1135177521,"1135177521",way,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.98009753227234,,1,,"171",1990.67968886034,0,1,0,0.955776694085863,0.882873635628363,0.523586384161427,,,,2,0.445577669408586,0.667730065942845,0,0.383087855302884
48175,w1135177522,"1135177522",way,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.96609258651733,,,,"171",2051.94540047344,0,0,0,0.944821193483141,0.879268922071462,0.370854577007347,,,,2,0.294482119348314,0.514818023110921,0,0.280168744474358
48176,w1135177523,"1135177523",way,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.2755575180054,,,,"171",1881.4447862777,0,0,0,0.863604916466607,0.889300730390815,0.406116092851944,,,1,2,0.286360491646661,0.650581129371484,0,0.260366265636193
48177,w1135177524,"1135177524",way,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.2073354721069,,,,"171",1850.30635386245,0,0,0,0.886585161421034,0.891132833969025,0.360986957379561,,,,2,0.288658516142103,0.505543599078012,0,0.26620293205371
48178,w1135177525,"1135177525",way,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.3937377929688,,1,,"171",1785.66020096812,0,1,0,0.773402913411458,0.894936443812184,0.488921049254119,,,,2,0.427340291341146,0.633667871444728,0,0.338097550543474
48179,w1135177526,"1135177526",way,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.80878734588623,,,,"171",2030.61506820058,0,0,0,0.891013473934597,0.880523942798271,0.36028128620666,,,,2,0.28910134739346,0.504307483346574,0,0.266779565623563
48180,w1135177527,"1135177527",way,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.8148994445801,,,,"171",1992.65254555029,0,0,0,0.857612228393555,0.882757557922435,0.353936079367076,,,,2,0.285761222839355,0.498073957263198,0,0.25854093499451
48181,w1135177528,"1135177528",way,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.9205989837646,,,,"171",2028.19023099833,0,0,0,0.823104455735948,0.880666613850416,0.396720883224752,,,1,2,0.282310445573595,0.640754213917273,0,0.249809444626508
48182,w1135177529,"1135177529",way,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.2393894195557,,,,"171",2192.84988989518,0,0,0,0.841784562004937,0.870978471999578,0.299003683200924,,,,,0.0841784562004937,0.342552606800903,0,0.253995064101213
48183,w1135177531,"1135177531",way,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.8520669937134,,,,"171",2234.42738394962,0,0,0,0.857199255625407,0.868532161452717,0.301719675342989,,,,,0.0857199255625407,0.345146283415625,0,0.257726421978988
48184,w1135177532,"1135177532",way,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.78713226318359,,,,"171",2209.48752439534,0,0,0,0.902365197075738,0.869999557284341,0.310972973007799,,,,,0.0902365197075738,0.354472950872016,0,0.269091277133152
48185,w1135177533,"1135177533",way,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.1266403198242,,,,"171",2247.14850784963,0,0,0,0.809703996446398,0.867783683934477,0.292108351879451,,,,,0.0809703996446398,0.335497536076175,0,0.245815183308323
48186,w1135177534,"1135177534",way,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.4858436584473,,,,"171",2293.42365888822,0,0,0,0.816823959350586,0.865060975589067,0.293123938208477,,,,,0.0816823959350586,0.336376986987931,0,0.2474590386171
48187,w1135177535,"1135177535",way,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.6208600997925,,,,"171",2311.38171668513,0,0,0,0.848657110002306,0.864004370635142,0.299332077595732,,,,,0.0848657110002306,0.34253229612749,0,0.255364496032334
48188,w1135177536,"1135177536",way,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.2517490386963,,,,"171",2345.04380912153,0,0,0,0.774980566236708,0.862023781529682,0.284299680476794,,,,,0.0774980566236708,0.327400869553278,0,0.236846330635661
48189,w1135177537,"1135177537",way,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.1122312545776,,,,"171",2371.3813499802,0,0,0,0.832086319393582,0.860474149801118,0.295488386348884,,,,,0.0832086319393582,0.33851209383894,0,0.251045287338451
48190,w1135177538,"1135177538",way,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.2990674972534,,,,"171",2362.20481888421,0,0,0,0.852232583363851,0.861014072788644,0.299598627591067,,,,,0.0852232583363851,0.342649331230499,0,0.256108849480395
48191,w1135177541,"1135177541",way,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.5693473815918,,,,"171",2312.10362175384,0,0,0,0.838118362426758,0.863961895636983,0.297217956830899,,,,,0.0838118362426758,0.340416051612748,0,0.252727685388539
48192,w1135177542,"1135177542",way,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.092658996582,,,,"171",2308.73078787975,0,0,0,0.810081566704644,0.864160344323385,0.291640364989437,,,,,0.0810081566704644,0.334848382205606,0,0.24572840889233
48193,w1135177543,"1135177543",way,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.7610034942627,,,,"171",2340.28115057179,0,0,0,0.869322183397081,0.862304003849624,0.30321003725686,,,,,0.0869322183397081,0.346325237449341,0,0.260445746041752
48194,w1135178470,"1135178470",way,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.6428909301758,,,,"171",2214.99276539089,0,0,0,0.759523434109158,0.86967564336368,0.282356033326384,,,,,0.0759523434109158,0.325839815494568,0,0.233364640695474
48195,w1135178471,"1135178471",way,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.2540187835693,,,,"171",2227.01524748271,0,0,0,0.752733124627007,0.868968272094451,0.280891865739569,,,,,0.0752733124627007,0.324340279344292,0,0.231631694761474
